,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,unique_suit
7054,1,2,2,4,2,6,2,12,4,13,3
7055,1,6,2,7,3,7,3,8,4,10,4
7056,1,1,2,5,3,7,3,8,4,13,4
7057,1,3,3,8,3,9,4,11,4,12,3
7058,1,4,2,4,2,7,2,10,3,13,3
7059,2,1,3,1,3,4,4,10,4,11,3
7060,2,3,3,4,4,4,4,13,4,13,3
7061,1,2,2,5,2,5,2,8,3,11,3
7062,2,2,2,8,3,8,3,11,3,13,2
7063,1,2,1,3,3,4,4,8,4,10,3
7064,1,4,2,5,2,10,3,11,4,12,4
7065,1,7,1,9,1,9,2,11,3,13,3
7066,1,4,1,4,2,7,2,8,3,10,3
7067,1,1,3,3,3,7,4,7,4,13,3
7068,1,2,1,4,1,6,1,9,2,13,2
7069,1,3,4,3,4,5,4,10,4,12,2
7070,1,1,1,2,1,6,1,10,3,13,2
7071,3,3,3,5,3,7,4,11,4,12,2
7072,1,1,2,2,2,6,3,10,4,10,4
7073,1,1,1,2,1,5,2,7,4,13,3
7074,1,1,1,5,3,8,3,10,4,10,3
7075,1,1,3,1,4,4,4,5,4,12,3
7076,1,1,1,4,2,11,3,12,3,13,3
7077,1,6,3,6,3,8,4,11,4,11,3
7078,1,3,1,4,3,6,4,8,4,9,3
7079,1,4,1,4,1,9,2,11,3,13,3
7080,1,2,2,4,2,5,3,5,4,12,4
7081,1,3,3,7,4,9,4,10,4,11,3
7082,1,3,2,5,2,8,3,11,4,11,4
7083,2,3,3,4,4,10,4,12,4,13,3
7084,1,1,1,1,2,6,4,8,4,9,3
7085,1,5,2,6,2,10,3,12,4,12,4
7086,2,5,2,7,3,9,3,13,4,13,3
7087,1,1,2,3,3,9,4,10,4,13,4
7088,1,1,1,2,3,6,3,11,4,13,3
7089,1,3,1,4,2,6,3,7,4,9,4
7090,1,5,1,6,3,8,4,9,4,12,3
7091,2,1,2,5,2,7,4,10,4,11,2
7092,1,2,1,2,2,4,4,4,4,7,3
7093,1,3,2,3,2,6,4,10,4,11,3
7094,1,2,2,2,3,7,3,11,3,12,3
7095,1,3,1,4,3,6,4,11,4,12,3
7096,1,6,2,7,2,10,4,11,4,12,3
7097,1,1,2,3,3,8,3,8,3,13,3
7098,2,1,2,3,2,6,3,8,4,8,3
7099,1,3,2,4,2,5,4,10,4,11,3
7100,1,3,1,4,3,9,4,9,4,10,3
7101,1,6,1,10,2,11,2,12,2,12,2
7102,1,1,2,8,2,10,2,11,2,13,2
7103,2,3,3,5,3,9,3,11,4,12,3
7104,2,4,2,7,3,8,3,12,3,13,2
7105,1,2,2,3,2,5,2,10,3,12,3
7106,1,1,2,9,2,9,4,12,4,13,3
7107,1,2,1,5,2,7,3,11,3,12,3
7108,1,2,1,2,2,4,2,6,3,8,3
7109,1,3,1,7,2,11,3,11,3,12,3
7110,2,4,4,5,4,7,4,10,4,11,2
7111,1,3,1,4,2,5,2,8,4,12,3
7112,1,3,1,4,1,6,2,8,4,11,3
7113,1,3,3,7,3,8,4,8,4,12,3
7114,1,3,1,4,2,6,2,8,4,8,3
7115,1,2,1,4,2,9,3,11,4,13,4
7116,1,2,1,3,1,4,3,7,4,12,3
7117,1,4,2,7,3,8,3,9,4,13,4
7118,1,2,1,6,2,9,3,10,4,12,4
7119,1,7,1,8,4,9,4,11,4,13,2
7120,1,1,1,2,2,3,2,8,2,11,2
7121,1,4,1,5,2,6,4,8,4,10,3
7122,1,3,2,8,3,9,3,10,4,13,4
7123,2,2,2,3,2,9,2,10,4,13,2
7124,1,1,2,4,3,5,3,11,3,12,3
7125,1,5,1,7,3,8,3,9,4,10,3
7126,1,1,2,2,2,7,2,9,3,10,3
7127,2,4,3,5,3,8,3,9,4,13,3
7128,1,1,1,1,2,8,2,8,4,11,3
7129,1,2,2,3,2,4,2,7,2,13,2
7130,2,2,3,3,3,10,3,12,4,13,3
7131,1,7,1,8,2,10,2,11,3,11,3
7132,2,4,3,4,3,5,3,12,4,13,3
7133,1,3,3,4,3,7,4,10,4,12,3
7134,1,1,1,5,1,7,1,8,2,11,2
7135,1,3,2,6,3,8,3,8,4,10,4
7136,2,2,3,2,3,5,4,5,4,11,3
7137,1,2,1,4,1,5,4,6,4,8,2
7138,1,1,2,3,2,6,3,6,4,12,4
7139,3,2,3,7,3,8,3,10,4,13,2
7140,1,2,2,7,3,7,4,8,4,9,4
7141,1,1,1,2,1,6,1,12,2,13,2
7142,2,2,2,4,3,9,3,11,4,13,3
7143,1,1,2,3,2,3,4,11,4,13,3
7144,1,1,1,2,2,2,3,11,4,12,4
7145,1,1,1,3,1,5,2,7,4,10,3
7146,1,1,2,2,2,3,2,4,4,12,3
7147,1,1,2,1,2,2,3,2,4,9,4
7148,1,4,1,4,3,8,3,9,4,10,3
7149,1,7,1,8,2,9,2,10,4,12,3
7150,1,2,2,3,3,4,3,8,4,13,4
7151,2,1,2,2,2,4,3,6,4,9,3
7152,1,1,1,2,2,4,2,9,4,11,3
7153,1,1,2,4,2,5,4,9,4,12,3
7154,2,2,2,3,3,4,3,7,4,10,3
7155,1,3,1,4,3,5,3,7,4,13,3
7156,1,5,2,5,3,6,3,12,4,12,4
7157,1,1,1,5,1,10,3,11,4,13,3
7158,1,1,1,1,2,2,4,9,4,12,3
7159,2,3,3,3,3,11,4,12,4,13,3
7160,1,1,1,3,2,4,2,5,3,13,3
7161,1,1,1,1,2,2,2,5,2,12,2
7162,1,7,2,8,2,9,2,11,4,11,3
7163,1,6,1,6,2,8,3,10,3,11,3
7164,1,5,3,6,3,9,3,10,4,10,3
7165,1,4,2,6,2,8,3,9,4,12,4
7166,1,1,2,5,2,8,2,9,4,10,3
7167,1,5,1,10,3,11,4,11,4,11,3
7168,2,4,3,5,4,9,4,10,4,10,3
7169,1,4,1,4,1,6,2,9,2,13,2
7170,1,2,2,3,4,3,4,7,4,8,3
7171,1,1,2,1,3,3,3,4,3,13,3
7172,1,1,2,3,2,9,3,12,4,13,4
7173,2,4,3,5,4,8,4,10,4,12,3
7174,1,5,1,6,2,10,2,13,3,13,3
7175,1,1,1,2,2,5,3,6,3,12,3
7176,1,2,1,4,2,5,3,6,3,13,3
7177,2,1,2,2,3,2,3,7,4,10,3
7178,1,3,2,8,2,9,3,12,3,13,3
7179,1,1,1,5,3,9,3,10,4,11,3
7180,1,6,1,7,2,7,2,9,3,10,3
7181,2,1,3,3,3,7,4,10,4,11,3
7182,1,2,1,4,1,4,2,7,3,8,3
7183,1,2,1,8,2,8,2,12,3,13,3
7184,1,2,2,3,3,8,3,10,4,10,4
7185,1,4,2,5,3,6,3,10,4,13,4
7186,2,3,2,4,3,8,4,9,4,11,3
7187,2,3,2,6,3,9,4,9,4,9,3
7188,2,3,2,8,2,11,3,12,4,13,3
7189,1,4,1,6,2,8,4,10,4,12,3
7190,1,2,2,3,3,7,3,13,4,13,4
7191,1,4,2,5,2,7,3,9,4,11,4
7192,1,3,2,3,3,4,3,7,3,9,3
7193,1,1,1,2,2,3,4,6,4,10,3
7194,1,1,3,2,3,3,4,8,4,12,3
7195,1,2,3,2,3,7,4,11,4,12,3
7196,2,2,2,2,3,4,3,7,4,12,3
7197,2,4,2,5,3,6,3,10,4,11,3
7198,2,1,3,3,4,5,4,13,4,13,3
7199,1,5,1,7,2,10,4,12,4,12,3
7200,1,1,1,5,3,8,3,9,4,13,3
7201,1,3,1,4,3,7,3,9,4,9,3
7202,1,3,1,5,3,6,3,8,4,11,3
7203,1,1,1,10,3,11,3,12,4,12,3
7204,1,1,2,4,2,10,3,11,4,13,4
7205,2,1,2,2,3,6,4,9,4,10,3
7206,1,2,1,2,1,3,3,3,3,4,2
7207,1,1,2,5,2,7,2,13,2,13,2
7208,1,1,2,2,3,2,3,6,3,9,3
7209,1,1,3,5,3,11,3,11,4,13,3
7210,1,3,1,4,1,7,3,10,3,12,2
7211,1,1,2,2,3,6,3,9,4,13,4
7212,1,3,2,7,3,7,3,8,4,12,4
7213,1,2,1,3,1,6,3,8,4,12,3
7214,1,5,1,9,2,11,2,13,2,13,2
7215,2,3,2,3,2,5,3,9,3,10,2
7216,1,1,1,6,2,6,2,7,3,13,3
7217,2,6,2,10,3,11,4,11,4,12,3
7218,1,1,2,2,3,11,3,13,3,13,3
7219,1,1,1,5,3,7,4,9,4,12,3
7220,2,3,3,4,4,6,4,7,4,9,3
7221,1,3,1,4,2,8,3,9,4,11,4
7222,1,4,1,5,2,6,2,11,4,12,3
7223,1,1,2,2,3,7,3,12,3,12,3
7224,1,2,3,4,4,5,4,10,4,11,3
7225,1,4,1,4,2,6,3,7,4,11,4
7226,1,1,2,8,3,10,4,11,4,13,4
7227,2,2,2,6,2,7,3,9,4,11,3
7228,1,2,2,3,3,4,4,5,4,11,4
7229,1,4,1,5,3,5,4,11,4,12,3
7230,1,3,1,4,1,9,2,10,4,11,3
7231,2,4,2,5,3,8,3,9,4,10,3
7232,1,1,1,3,3,4,4,6,4,8,3
7233,1,2,1,2,2,8,3,9,4,10,4
7234,1,1,3,3,3,5,3,12,4,13,3
7235,1,2,2,4,2,10,2,13,4,13,3
7236,2,1,3,3,3,9,4,9,4,13,3
7237,1,5,2,6,2,7,3,10,4,12,4
7238,1,1,1,2,3,5,4,10,4,12,3
7239,1,1,3,2,3,8,3,8,4,9,3
7240,2,1,2,3,3,7,4,9,4,10,3
7241,1,1,1,2,3,9,4,11,4,12,3
7242,2,1,2,2,3,3,3,9,3,13,2
7243,1,1,2,1,2,3,3,9,3,11,3
7244,1,1,2,3,3,5,3,12,4,12,4
7245,2,1,2,5,2,10,4,11,4,13,2
7246,1,1,2,4,3,5,3,5,4,8,4
7247,2,3,3,3,3,10,3,10,4,13,3
7248,1,3,1,6,1,8,3,9,4,12,3
7249,2,5,3,6,3,7,4,10,4,12,3
7250,1,3,1,4,2,11,4,12,4,12,3
7251,2,3,3,6,3,9,3,9,4,10,3
7252,1,3,2,4,3,6,3,8,3,13,3
7253,2,4,2,5,3,5,3,12,4,13,3
7254,1,6,1,7,2,11,3,12,3,13,3
7255,1,4,1,4,2,5,3,9,4,9,4
7256,1,1,2,5,2,5,2,7,3,13,3
7257,1,3,1,3,1,4,2,6,4,12,3
7258,1,4,2,6,3,12,4,13,4,13,4
7259,2,6,3,8,3,11,4,12,4,13,3
7260,1,3,2,4,2,5,3,9,4,13,4
7261,1,1,1,3,4,5,4,8,4,10,2
7262,2,2,3,4,3,10,4,11,4,12,3
7263,1,7,2,7,2,10,3,10,4,12,4
7264,1,1,1,2,3,6,4,9,4,10,3
7265,1,3,3,8,3,8,3,9,4,10,3
7266,1,3,2,8,4,10,4,11,4,11,3
7267,1,2,2,4,4,8,4,11,4,12,3
7268,1,2,2,3,2,5,2,5,3,6,3
7269,2,4,3,7,3,9,4,10,4,11,3
7270,1,4,2,9,3,10,4,11,4,11,4
7271,1,4,1,5,3,7,4,9,4,13,3
7272,1,2,2,3,3,3,4,9,4,13,4
7273,1,1,2,3,2,5,3,6,4,11,4
7274,1,1,1,2,2,5,3,6,4,7,4
7275,1,8,3,9,3,10,4,12,4,13,3
7276,1,2,2,2,3,6,3,8,4,10,4
7277,1,3,1,5,2,6,2,7,4,8,3
7278,1,5,1,5,2,7,3,10,4,12,4
7279,3,2,3,3,4,5,4,7,4,9,2
7280,2,4,2,5,2,6,2,8,3,13,2
7281,1,2,1,3,2,7,3,13,4,13,4
7282,2,1,3,4,4,5,4,8,4,12,3
7283,2,3,3,4,4,6,4,10,4,13,3
7284,1,2,2,5,2,9,2,10,3,13,3
7285,2,4,2,6,2,6,3,7,4,10,3
7286,2,2,3,5,3,7,4,10,4,12,3
7287,1,1,2,2,2,2,3,7,4,10,4
7288,1,2,1,4,3,4,4,5,4,13,3
7289,1,1,1,5,3,7,3,8,4,10,3
7290,1,5,1,6,3,8,3,10,4,10,3
7291,1,1,1,1,2,5,3,9,3,9,3
7292,1,2,1,3,2,5,3,11,3,12,3
7293,2,1,3,2,3,4,3,7,3,8,2
7294,1,7,2,8,2,9,3,9,4,12,4
7295,1,2,1,5,1,7,2,11,4,12,3
7296,2,1,2,3,3,6,3,12,3,13,2
7297,1,2,2,6,4,7,4,8,4,8,3
7298,1,1,2,3,3,5,3,10,4,13,4
7299,1,3,1,6,3,8,3,11,4,13,3
7300,1,4,1,8,3,8,3,10,3,13,2
7301,1,1,2,6,3,7,3,12,4,12,4
7302,1,1,3,3,3,3,3,7,4,8,3
7303,1,1,1,2,3,7,4,12,4,13,3
7304,1,1,3,4,3,10,4,12,4,12,3
7305,1,1,1,3,2,4,2,5,3,5,3
7306,2,3,3,5,4,6,4,9,4,13,3
7307,2,2,2,3,2,5,4,6,4,13,2
7308,1,5,1,6,3,12,3,12,3,13,2
7309,1,5,3,6,3,8,3,11,4,13,3
7310,1,3,2,6,3,9,3,9,4,11,4
7311,2,1,2,9,3,10,3,12,4,12,3
7312,2,3,2,3,3,5,3,8,3,12,2
7313,1,2,2,4,2,4,4,8,4,13,3
7314,1,5,3,8,3,11,3,12,4,12,3
7315,1,4,2,7,3,11,3,12,3,13,3
7316,1,2,2,3,2,4,4,6,4,9,3
7317,1,6,1,6,3,8,3,13,4,13,3
7318,2,2,2,3,2,4,2,7,4,12,2
7319,1,1,2,2,3,5,3,10,4,11,4
7320,1,2,2,2,2,3,4,7,4,8,3
7321,1,7,1,8,2,10,4,12,4,13,3
7322,1,2,2,4,3,7,4,9,4,12,4
7323,1,3,2,9,3,9,3,10,4,11,4
7324,1,1,2,7,2,8,3,9,4,11,4
7325,1,3,1,5,2,6,3,7,4,7,4
7326,1,3,2,3,3,4,4,7,4,9,4
7327,1,1,3,4,3,11,3,11,4,13,3
7328,1,3,1,4,3,4,4,5,4,10,3
7329,1,6,3,8,4,9,4,11,4,11,3
7330,1,2,1,4,1,7,2,12,4,13,3
7331,1,1,2,2,2,6,4,7,4,12,3
7332,1,3,2,6,2,7,3,8,4,13,4
7333,1,2,3,4,3,5,4,9,4,13,3
7334,1,3,2,9,2,9,3,10,4,12,4
7335,2,3,3,5,3,6,4,7,4,10,3
7336,2,2,2,4,3,7,4,9,4,11,3
7337,1,1,1,2,3,4,4,4,4,8,3
7338,1,2,1,4,2,4,4,6,4,8,3
7339,1,4,1,6,1,7,3,11,4,13,3
7340,1,2,2,5,3,6,4,7,4,11,4
7341,2,2,3,3,3,5,4,8,4,13,3
7342,1,1,1,4,2,7,3,9,4,10,4
7343,1,1,1,2,3,4,4,4,4,12,3
7344,1,1,2,2,3,6,3,6,3,11,3
7345,2,2,3,4,4,4,4,8,4,11,3
7346,1,2,1,5,2,8,3,9,3,12,3
7347,1,2,1,3,2,4,3,5,4,9,4
7348,1,2,1,3,2,3,2,7,3,9,3
7349,2,1,2,1,2,5,3,5,3,12,2
7350,1,1,2,6,3,9,4,11,4,13,4
7351,1,1,2,2,3,4,4,9,4,11,4
7352,1,1,2,5,2,6,3,10,4,10,4
7353,1,1,1,2,3,6,3,7,4,13,3
7354,1,2,1,3,3,9,4,10,4,13,3
7355,1,1,1,7,2,7,4,10,4,12,3
7356,1,6,2,7,3,8,4,8,4,9,4
7357,1,4,1,4,2,6,2,7,4,10,3
7358,1,5,2,7,2,8,3,10,4,11,4
7359,1,4,2,9,2,10,4,11,4,12,3
7360,1,2,1,2,2,3,3,9,3,11,3
7361,1,6,3,7,3,8,4,9,4,10,3
7362,2,2,2,5,2,7,3,9,4,12,3
7363,2,5,2,7,3,9,4,13,4,13,3
7364,1,2,1,6,2,9,3,11,4,13,4
7365,2,1,2,3,3,5,3,8,4,10,3
7366,2,4,2,4,2,10,4,10,4,12,2
7367,1,1,2,3,2,6,3,8,3,13,3
7368,2,4,2,7,3,12,3,13,4,13,3
7369,1,3,2,5,3,6,3,7,3,13,3
7370,1,3,2,5,2,9,2,11,2,13,2
7371,2,3,2,4,2,5,3,9,4,12,3
7372,2,1,2,6,3,9,3,10,4,11,3
7373,1,1,1,4,2,6,4,6,4,12,3
7374,1,1,2,3,2,4,3,8,4,13,4
7375,1,3,1,3,2,10,3,11,4,13,4
7376,1,1,2,3,3,6,3,8,3,10,3
7377,1,5,2,11,3,11,3,12,4,12,4
7378,1,1,2,7,3,8,3,10,3,11,3
7379,1,1,2,7,2,8,2,10,4,11,3
7380,1,1,2,6,3,7,4,11,4,13,4
7381,2,2,3,3,4,8,4,10,4,13,3
7382,1,3,2,4,2,11,3,11,4,12,4
7383,1,1,2,3,2,4,3,6,3,8,3
7384,1,3,2,4,3,11,4,11,4,13,4
7385,1,5,1,7,2,8,2,8,3,8,3
7386,1,2,1,5,1,5,2,7,4,8,3
7387,1,1,1,3,2,3,3,10,4,11,4
7388,1,1,2,3,3,5,4,7,4,11,4
7389,1,1,1,6,2,8,4,8,4,10,3
7390,1,2,2,3,4,7,4,9,4,13,3
7391,1,1,2,6,2,6,3,7,3,11,3
7392,1,2,2,6,3,9,3,11,4,13,4
7393,1,1,1,2,2,3,3,10,3,10,3
7394,2,1,3,8,4,11,4,12,4,12,3
7395,1,1,1,2,1,2,2,6,4,11,3
7396,2,4,2,5,2,6,3,7,4,11,3
7397,1,2,1,7,2,9,3,9,4,12,4
7398,1,1,2,6,3,7,4,7,4,7,4
7399,1,1,2,7,2,10,3,11,4,13,4
7400,1,3,1,4,2,6,2,8,2,9,2
7401,1,3,2,6,2,10,2,10,4,12,3
7402,1,2,1,3,2,5,2,6,4,11,3
7403,1,1,1,3,2,11,2,11,4,13,3
7404,2,3,3,5,3,8,3,9,4,13,3
7405,2,5,3,5,3,8,4,11,4,11,3
7406,1,1,1,1,1,2,4,6,4,7,2
7407,1,1,1,2,2,3,2,8,3,13,3
7408,1,2,3,6,3,8,3,12,3,13,2
7409,2,5,2,5,2,9,2,11,3,13,2
7410,1,2,2,3,3,9,3,13,4,13,4
7411,1,1,2,1,3,2,3,3,4,5,4
7412,1,2,1,7,2,10,2,10,2,12,2
7413,2,3,3,5,4,7,4,10,4,12,3
7414,1,2,2,3,3,6,3,6,4,7,4
7415,1,4,1,7,3,9,3,12,3,13,2
7416,1,2,1,2,2,4,3,6,4,13,4
7417,1,2,3,3,3,3,4,5,4,9,3
7418,1,2,2,3,2,7,2,9,2,13,2
7419,2,5,2,5,2,8,4,8,4,9,2
7420,1,4,3,6,3,10,4,11,4,13,3
7421,1,1,2,2,2,2,3,9,4,13,4
7422,1,1,1,3,2,5,2,11,3,13,3
7423,1,1,1,3,2,3,3,11,3,12,3
7424,2,1,3,3,3,4,4,9,4,10,3
7425,1,2,2,4,2,5,3,7,4,10,4
7426,3,1,3,2,4,9,4,12,4,13,2
7427,1,5,1,6,2,7,3,7,3,9,3
7428,1,7,2,8,4,9,4,11,4,11,3
7429,1,3,1,4,1,7,4,8,4,12,2
7430,1,3,2,3,2,3,3,5,4,6,4
7431,1,1,2,1,3,2,3,2,4,7,4
7432,2,6,3,7,3,7,4,12,4,13,3
7433,1,4,2,6,2,9,2,11,2,13,2
7434,3,3,3,3,4,4,4,7,4,11,2
7435,1,6,1,7,1,7,2,9,3,12,3
7436,1,2,3,3,4,6,4,8,4,9,3
7437,1,1,2,8,2,10,3,11,4,12,4
7438,1,1,1,3,2,4,3,4,4,10,4
7439,1,2,1,4,2,9,2,10,4,11,3
7440,1,4,2,5,2,10,3,12,4,13,4
7441,1,1,1,4,1,7,2,8,4,10,3
7442,1,2,1,6,2,9,2,11,4,12,3
7443,1,2,1,5,2,6,3,8,3,12,3
7444,1,2,2,2,3,4,4,5,4,13,4
7445,1,3,1,3,1,5,4,6,4,12,2
7446,1,2,2,6,2,10,2,13,3,13,3
7447,1,2,2,3,2,7,3,10,4,10,4
7448,1,1,2,2,3,5,4,6,4,11,4
7449,1,2,2,6,3,8,3,10,3,10,3
7450,1,3,1,6,2,7,2,8,4,11,3
7451,1,3,2,5,2,7,2,9,2,10,2
7452,1,6,2,11,2,11,3,11,4,13,4
7453,2,1,2,4,3,6,4,12,4,12,3
7454,2,3,3,3,3,6,4,7,4,7,3
7455,1,1,1,2,2,6,3,7,4,12,4
7456,1,2,2,7,2,9,3,11,4,13,4
7457,1,3,1,6,2,6,3,8,4,8,4
7458,1,1,2,4,2,6,4,7,4,13,3
7459,1,5,1,6,4,10,4,11,4,13,2
7460,2,5,2,6,3,6,4,11,4,11,3
7461,1,1,2,1,3,4,4,7,4,8,4
7462,1,5,3,8,3,9,4,10,4,11,3
7463,1,1,2,2,2,3,3,7,3,12,3
7464,1,2,1,2,2,3,3,11,4,13,4
7465,1,2,2,3,2,6,3,12,4,12,4
7466,1,2,1,3,1,6,4,8,4,11,2
7467,2,1,2,2,2,7,3,11,4,13,3
7468,1,4,2,6,2,8,3,12,4,13,4
7469,1,1,1,5,1,8,2,11,4,13,3
7470,1,2,1,3,2,4,2,5,3,7,3
7471,1,1,2,4,3,6,3,7,4,7,4
7472,1,4,2,5,2,7,3,11,4,13,4
7473,1,1,2,3,3,10,4,11,4,12,4
7474,1,2,2,4,2,4,3,7,4,10,4
7475,1,3,3,4,3,8,3,11,4,12,3
7476,1,1,1,2,3,5,3,8,3,12,2
7477,1,2,1,10,3,10,4,11,4,13,3
7478,1,4,2,4,2,5,2,11,4,13,3
7479,1,1,2,8,2,8,3,10,4,12,4
7480,1,3,1,4,2,6,2,12,3,12,3
7481,1,2,1,4,2,9,3,10,3,12,3
7482,1,2,1,8,2,8,3,9,4,13,4
7483,2,1,3,2,4,8,4,10,4,11,3
7484,1,3,3,6,4,7,4,9,4,12,3
7485,1,2,2,6,2,7,3,8,4,11,4
7486,1,1,2,1,3,2,3,7,4,10,4
7487,2,1,2,1,4,4,4,5,4,8,2
7488,1,3,2,6,3,9,3,12,4,12,4
7489,1,1,1,3,2,5,3,7,4,13,4
7490,1,3,2,4,2,7,3,7,4,10,4
7491,1,3,2,3,2,4,4,8,4,10,3
7492,1,3,2,8,3,9,4,11,4,13,4
7493,2,3,2,6,3,7,3,8,4,12,3
7494,1,2,2,6,3,7,4,10,4,12,4
7495,2,2,2,3,3,5,4,5,4,13,3
7496,1,5,1,6,1,8,3,9,3,10,2
7497,2,4,3,6,3,9,3,10,4,12,3
7498,1,2,2,5,2,6,3,7,3,13,3
7499,1,1,1,4,3,7,3,8,3,9,2
7500,1,5,1,6,2,8,4,11,4,13,3
7501,1,1,2,2,3,3,4,11,4,12,4
7502,2,1,2,2,3,3,3,8,4,12,3
7503,2,2,2,7,3,8,3,9,4,12,3
7504,1,1,1,2,2,4,4,11,4,13,3
7505,1,2,2,2,2,9,3,9,4,13,4
7506,1,3,1,5,4,8,4,8,4,12,2
7507,1,1,1,1,1,4,2,10,4,13,3
7508,2,2,3,5,4,6,4,9,4,12,3
7509,1,1,1,2,4,5,4,7,4,10,2
7510,1,2,1,3,2,9,4,10,4,11,3
7511,1,5,2,10,3,11,3,12,4,13,4
7512,1,4,2,6,4,7,4,7,4,13,3
7513,1,3,1,5,2,11,2,12,4,12,3
7514,1,7,1,10,1,12,2,13,3,13,3
7515,2,2,3,2,3,3,4,10,4,12,3
7516,1,1,1,1,3,7,3,8,4,10,3
7517,1,5,1,5,2,8,3,9,4,12,4
7518,1,5,1,8,3,9,4,10,4,11,3
7519,1,4,1,5,1,9,3,11,4,11,3
7520,3,1,4,6,4,6,4,7,4,12,2
7521,1,4,1,6,2,8,3,10,3,11,3
7522,1,2,1,2,2,6,2,8,2,11,2
7523,1,1,3,6,4,6,4,10,4,12,3
7524,1,1,1,2,2,2,4,6,4,12,3
7525,1,2,1,6,3,11,3,13,4,13,3
7526,1,1,2,7,2,8,3,12,4,13,4
7527,1,2,2,3,3,4,3,5,4,13,4
7528,1,3,3,4,3,8,3,8,4,11,3
7529,1,1,1,2,4,4,4,7,4,8,2
7530,2,3,2,3,3,5,4,13,4,13,3
7531,1,2,2,6,2,10,2,12,3,12,3
7532,1,4,1,7,2,8,4,10,4,10,3
7533,1,5,1,5,3,9,4,10,4,12,3
7534,1,3,2,5,2,9,3,12,3,13,3
7535,2,1,2,3,2,6,3,7,4,13,3
7536,1,1,1,2,2,6,2,12,3,12,3
7537,1,1,3,3,4,5,4,11,4,13,3
7538,1,3,1,4,1,7,3,9,3,11,2
7539,1,2,1,4,2,10,3,11,4,12,4
7540,1,2,2,5,3,9,4,9,4,12,4
7541,1,1,3,1,4,4,4,9,4,10,3
7542,1,2,2,3,3,8,4,11,4,11,4
7543,1,1,3,4,3,5,3,8,3,12,2
7544,1,4,1,4,3,5,4,9,4,10,3
7545,1,1,1,3,2,4,4,7,4,10,3
7546,2,2,2,3,3,7,3,8,3,9,2
7547,2,8,3,9,3,9,3,10,4,11,3
7548,1,3,1,4,1,5,2,6,4,10,3
7549,1,5,3,9,3,10,4,11,4,13,3
7550,2,3,2,12,3,12,3,13,3,13,2
7551,1,6,2,7,3,10,4,11,4,13,4
7552,2,4,2,7,2,9,3,13,4,13,3
7553,1,2,1,5,1,5,2,10,3,12,3
7554,1,6,2,7,2,8,3,11,4,13,4
7555,2,2,2,3,2,4,2,11,4,13,2
7556,1,4,1,6,2,9,3,12,4,12,4
7557,1,1,2,7,2,7,4,9,4,11,3
7558,1,2,1,3,1,4,2,5,2,9,2
7559,1,2,3,2,3,3,4,3,4,8,3
7560,1,2,2,3,3,6,4,7,4,11,4
7561,1,5,1,6,2,10,3,12,3,13,3
7562,1,1,1,3,2,4,2,6,4,9,3
7563,1,1,1,5,2,9,3,12,4,13,4
7564,1,1,2,3,2,4,2,5,3,9,3
7565,1,1,1,4,2,5,3,10,4,12,4
7566,1,4,1,5,3,7,4,10,4,13,3
7567,1,1,1,8,2,9,3,11,3,12,3
7568,1,1,3,6,3,7,3,9,4,12,3
7569,1,2,1,2,2,4,2,5,3,7,3
7570,1,3,2,3,2,4,2,8,4,11,3
7571,1,3,2,6,2,7,2,8,4,9,3
7572,1,2,2,5,2,7,3,9,4,12,4
7573,1,4,2,5,2,9,3,12,4,12,4
7574,2,2,3,5,4,6,4,8,4,10,3
7575,1,1,1,2,1,3,2,6,4,7,3
7576,1,4,1,6,2,7,3,8,3,10,3
7577,1,1,2,5,3,6,3,9,4,11,4
7578,1,2,1,3,2,5,3,6,4,9,4
7579,1,5,1,6,2,8,4,8,4,10,3
7580,1,1,2,6,2,8,4,10,4,11,3
7581,1,2,1,5,2,7,3,10,3,10,3
7582,2,2,3,7,3,9,3,10,4,13,3
7583,1,2,2,2,3,8,3,8,4,9,4
7584,1,1,2,2,4,3,4,4,4,11,3
7585,1,2,2,5,3,5,3,6,3,9,3
7586,1,1,2,3,3,5,3,6,4,8,4
7587,1,3,1,4,1,4,3,7,4,10,3
7588,1,5,1,5,1,8,2,12,3,13,3
7589,1,1,1,2,2,9,3,12,4,13,4
7590,1,2,2,4,2,5,2,7,4,8,3
7591,1,1,2,6,3,8,4,11,4,11,4
7592,1,2,2,4,2,5,4,6,4,13,3
7593,1,2,2,4,2,9,3,9,4,13,4
7594,1,2,1,2,2,4,3,4,4,12,4
7595,1,3,3,4,4,7,4,9,4,9,3
7596,2,2,2,3,3,7,3,8,4,9,3
7597,1,2,1,11,1,12,3,12,4,13,3
7598,1,7,1,7,1,9,2,11,3,11,3
7599,1,5,2,5,2,8,3,8,4,11,4
7600,1,3,1,3,2,4,3,4,3,10,3
7601,1,1,2,1,3,6,3,9,3,13,3
7602,1,4,1,9,1,10,3,12,3,13,2
7603,1,1,1,7,2,8,3,9,4,11,4
7604,3,1,3,3,3,4,4,9,4,10,2
7605,1,5,1,6,3,9,4,12,4,13,3
7606,1,3,1,6,2,9,2,11,4,13,3
7607,1,4,1,5,2,6,3,6,4,12,4
7608,1,4,1,4,2,6,3,7,4,12,4
7609,1,3,2,6,4,9,4,10,4,13,3
7610,1,3,1,4,1,6,2,8,4,9,3
7611,1,1,2,1,2,3,3,4,4,7,4
